brewery_name,address,phone,latitude,longitude
Womelsdorf Beverage,"440 N 3rd St, Womelsdorf, PA 19567, USA",(610) 589-4475,40.3716675,-76.1895585
Hophouse - 15th Avenue,"1517 NE Brazee St, Portland, OR 97212, USA",(971) 266-8392,45.5408682,-122.6500606
Dicorte's Emporium,"715 New Dallas Hwy, Waco, TX 76705, USA",(254) 799-5390,31.607431,-97.111076
Tent City Beer Company,"6760 El Camino Real, Atascadero, CA 93422, USA",(805) 460-6454,35.4876775,-120.667779
Heirloom Cafe And Fresh Market,"815 N Chase St, Athens, GA 30601, USA",(706) 354-7901,33.966324,-83.393117
Vino's,"1239 E 51st St, Austin, TX 78723, USA",(512) 351-8426,30.3072451,-97.7069752
The Cactus Club,"2247 Guadalupe St, Austin, TX 78712, USA",(512) 475-6515,30.2861494,-97.7412575
UFO (Umbrella Factory Supermarket),"639 Roosevelt Trail, Naples, ME 04055, USA",(207) 693-3988,43.9700747,-70.5930165
All American Ale Works,"160 Stonefly Dr, Silverthorne, CO 80498, USA",(970) 438-2337,39.6579526,-106.0675649
Emerson's Ale House,"113 S Emerson St, Mt Prospect, IL 60056, USA",(847) 870-1996,42.0636444,-87.9350583
Church Owl Beer,"2400 E Cesar Chavez St #300, Austin, TX 78702, USA",(512) 593-1262,30.2545583,-97.7167694
Bumbo's,"3001 Holbrook Ave, Hamtramck, MI 48212, USA",(313) 285-8239,42.3942271,-83.0548043
The Brewer's Apprentice,"448 8 Ave SE, Calgary, AB T2G 0L7, Canada",(403) 703-8735,51.0456252,-114.0536617
Brew Stop Marbella,"Calle 54 Este, Panamá, Panama",388-3420,8.9802481,-79.5180166
CafÃ© Bruxelles,"Rue du Fort 25, 1060 Saint-Gilles, Belgium",02 600 57 30,50.829297,4.342979
Thrifty Beverage Of Wilkes-Barre,"734 Sans Souci Pkwy, Wilkes-Barre, PA 18706, USA",(570) 823-2117,41.2321941,-75.9206526
Cloud Red,"4488 N Oakland Ave, Shorewood, WI 53211, USA",(414) 231-9660,43.0979629,-87.8871462
Ignazio's Pizzeria,"4 Water St, Brooklyn, NY 11201, USA",(718) 522-2100,40.7031257,-73.9936086
Pearl Street Brewery,"1401 St Andrew St, La Crosse, WI 54603, USA",(608) 784-4832,43.834352,-91.236154
Shoeless Brewing Co.,"104 Mauldin Rd ste a, Greenville, SC 29605, USA",(864) 236-5676,34.8058738,-82.3781995
Bolt Brewery,"1971 India St, San Diego, CA 92101, USA",(619) 917-6082,32.7252736,-117.1687336
Faultline Brewing Company,"1235 Oakmead Pkwy, Sunnyvale, CA 94085, USA",(408) 736-2739,37.387637,-121.9924988
CafÃ© Bruges,"Vlamingstraat 33, 8000 Brugge, Belgium",050 34 87 37,51.2110043,3.2240005
Little Crown & Anchor British Pub,"4755 W Spring Mountain Rd, Las Vegas, NV 89102, USA",(702) 876-4733,36.1260531,-115.2059627
Wine Lab @ The Camp,"2937 Bristol Street Suite A101B, Costa Mesa, CA 92626, USA",(714) 850-1780,33.6781843,-117.8865324
Hopscotch Tavern,"136 E Commonwealth Ave, Fullerton, CA 92832, USA",(714) 871-2222,33.870102,-117.923054
Gideon's Brewing Company,"107 N 5th St, Bismarck, ND 58501, USA",(701) 751-1044,46.8057882,-100.7845022
Smith,"4209 Smith School Rd, Austin, TX 78744, USA",(512) 386-3850,30.195836,-97.7133465
Covington Brewhouse,"226 E Lockwood St, Covington, LA 70433, USA",(985) 893-2884,30.4777778,-90.0966667
Cameron's Restaurant,"5403 Cameron Rd #100, Austin, TX 78723, USA",(512) 302-9292,30.3117167,-97.7060562
Tavern & Table,"100 Church St, Mt Pleasant, SC 29464, USA",(843) 352-9510,32.7923606,-79.8810065
Tributary Brewing Co.,"10 Shapleigh Rd, Kittery, ME 03904, USA",(207) 703-0093,43.0905452,-70.7357625
Free Spirit,"806 W Dallas St, Conroe, TX 77301, USA",(936) 756-1283,30.3189839,-95.4655069
Kinderhook Beverage,"3332 NY-9H, Valatie, NY 12184, USA",(518) 758-8444,42.4251117,-73.6887145
Salutos,"7680 Grand Ave, Gurnee, IL 60031, USA",(847) 356-6900,42.3863785,-87.992039
Orono Brewing Company - Bangor Draught Room,"26 State St, Bangor, ME 04401, USA",(207) 262-5027,44.8023122,-68.7694855
Helga's Restaurant And Biergarten,"14197 E Exposition Ave, Aurora, CO 80012, USA",(303) 344-5488,39.705029,-104.823703
Brew Detroit,"1401 Abbott St, Detroit, MI 48216, USA",(313) 974-7366 ext. 6,42.3276474,-83.0617877
Voodoo Brewery - Homestead,"205 E 9th Ave, Homestead, PA 15120, USA",(412) 368-8973,40.4066082,-79.9099561
Super Sub & Six Pak,"85 McCracken Run Rd, DuBois, PA 15801, USA",(814) 371-0700,41.1260267,-78.741779
Suver's General Store,"30402 WA-706, Ashford, WA 98304, USA",(360) 569-2377,46.7585494,-122.0312126
Summit Station Restaurant & Brewery,"321 9th St, Huntington, WV 25701, USA",(681) 378-0468,38.4211326,-82.444131
City Hall Restaurant,"301 W 2nd St, Austin, TX 78701, USA",(512) 974-2000,30.264792,-97.7472145
One Eleven Main,"111 S Main St, Bel Air, MD 21014, USA",(443) 900-8027,39.5355356,-76.348088
Sprecher's Pub And Restaurant,"111 Center St, Lake Geneva, WI 53147, USA",(262) 248-7047,42.5896263,-88.4331226
Black Dog Pub,"2108 S Lamar Blvd, Austin, TX 78704, USA",(512) 707-2744,30.2483722,-97.7711278
Twisted Manzanita Ales,"10151 Prospect Ave, Santee, CA 92071, USA",(619) 334-1757,32.8307147,-116.9766879
Molly Brannigans Pub And Restaurant,"506 State St, Erie, PA 16501, USA",(814) 453-7800,42.1302061,-80.0859875
Beer Bunker,"7918 SE Stark St, Portland, OR 97215, USA",(503) 254-8200,45.519065,-122.582008
Xpress Mart 1,"2004 Lakeline Blvd, Cedar Park, TX 78613, USA",(512) 259-9700,30.5276571,-97.8551783
Big Muddy Brewing,"1430 N 7th St, Murphysboro, IL 62966, USA",(618) 684-8833,37.7842747,-89.3316195
HofbrÃ¤uhaus Newport,"200 E 3rd St, Newport, KY 41071, USA",(859) 491-7200,39.0951021,-84.4937989
Storz Trophy Room Grill & Brewery,"345 Riverfront Dr, Omaha, NE 68102, USA",(402) 502-1643,41.2621541,-95.9242102
Riepstine's Pub,"913 Arch St, Williamsport, PA 17701, USA",(570) 329-2739,41.240191,-77.0533321
Liquor Outlet Wine Cellars,"289 Myrtle Ave, Boonton, NJ 07005, USA",(973) 334-1331,40.9054582,-74.4028213
Mackinaw Brewing Company,"161 E Front St, Traverse City, MI 49684, USA",(231) 933-1100,44.7643168,-85.6212674
Harry's Discount Liquors,"328 E 18th St, Greeley, CO 80631, USA",(970) 356-1122,40.409815,-104.681599
Canyon Creek Brewing,"3060 Gabel Rd, Billings, MT 59102, USA",(406) 656-2528,45.7439499,-108.5931397
Rosehill Beer Garden,"14540 Cypress Rosehill Rd, Cypress, TX 77429, USA",(281) 213-4347,29.9807104,-95.6985649
Trader Joe's Chicago (688),"3745 N Lincoln Ave, Chicago, IL 60613, USA",(773) 248-4920,41.9498851,-87.6751404
Plaza Bottle Shop & Market,"15292 Liberty St, San Leandro, CA 94578, USA",(510) 317-1810,37.7074341,-122.1224957
Tobacco Warehouse,"3731 Drossett Dr, Austin, TX 78744, USA",(877) 638-4592,30.2109185,-97.7311084
Kitchen Bar,"1410 E 6th St, Austin, TX 78702, USA",(512) 322-5223,30.2637612,-97.7276995
Gun Craft Beer / 2nd Amendment Brewery,"28022 W Industrial Ave, Lake Barrington, IL 60010, USA",(708) 641-7281,42.1851495,-88.1800417
Jeff's Maine Seafood,"65 N Main St, St Albans City, VT 05478, USA",(802) 524-6135,44.812537,-73.082828
Crime & Punishment Brewing Company,"2711 W Girard Ave, Philadelphia, PA 19130, USA",(215) 235-2739,39.974458,-75.18084
Quarry House Tavern,"8401 Georgia Ave, Silver Spring, MD 20910, USA",(301) 844-5504,38.993569,-77.0263982
The Beer Run,"6014 Techni Center Dr ste 2-101, Austin, TX 78721, USA",(512) 358-4350,30.2770706,-97.6694236
An Poitin Stil,"2323 York Rd, Lutherville-Timonium, MD 21093, USA",(410) 560-7900,39.450501,-76.6299657
Lost Lagoon Wings & Grill,"2004 N Dixie Fwy, New Smyrna Beach, FL 32168, USA",(386) 366-3360,29.0576622,-80.9416215
Alexander Michael's Restaurant & Tavern,"401 W 9th St, Charlotte, NC 28202, USA",(704) 332-6789,35.2336278,-80.8407954
West Sixth Brewing Company,"501 W 6th St #100, Lexington, KY 40508, USA",(859) 705-0915,38.059325,-84.4920944
El Dorado Brewing Company,"6051 Enterprise Dr #102, Diamond Springs, CA 95619, USA",(530) 558-4188,38.694498,-120.834208
Liquid Riot Bottling Company,"250 Commercial St, Portland, ME 04101, USA",(207) 221-8889,43.6544581,-70.2542504
Basils Greek Dining,"4000 Fox Valley Center Dr, Aurora, IL 60504, USA",(630) 692-1300,41.7586111,-88.2180556
Mustang Liquor,"248 E State Hwy 152, Mustang, OK 73064, USA",(405) 376-3240,35.3912707,-97.7202498
Pit Stop Beer Express,"3615 PA-374, Nicholson, PA 18446, USA",(570) 222-7300,41.652905,-75.656845
Sidney's Wine Cellar,"917 Decatur St, New Orleans, LA 70116, USA",(504) 524-6872,29.9587799,-90.0611578
Mexitaly,"2440 E Market St, York, PA 17402, USA",(717) 600-8226,39.9733665,-76.6781458
Bread & Cup,"440 N 8th St #150, Lincoln, NE 68508, USA",(402) 438-2255,40.817806,-96.709782
Wayfinder Beer,"304 SE 2nd Ave, Portland, OR 97214, USA",(503) 718-2337,45.520609,-122.663423
Te Aro Brewing Co,"Unit 14a, South Pacific Industrial Park, Maidstone Terrace, Maidstone, Upper Hutt 5018, New Zealand",04-555 0807,-41.130098,175.0685523
Ale House Pub & Eatery,"2122 Mildred St W, University Place, WA 98466, USA",(253) 565-9367,47.2402611,-122.5267778
City Tap House - Logan Square,"2 Logan Square, Philadelphia, PA 19103, USA",(215) 587-9040,39.9559106,-75.169578
Bitter Creek Homebrew Supply,"8201 S Congress Ave, Austin, TX 78745, USA",(512) 428-6564,30.175572,-97.783306
Snitz Creek Brewery,"7 N 9th St, Lebanon, PA 17046, USA",(717) 450-4467,40.3394338,-76.4265256
Kelly's Olympian,"426 SW Washington St, Portland, OR 97204, USA",(503) 228-3669,45.5199546,-122.6765139
Groton Market,"235 Main St, Groton, MA 01450, USA",(978) 448-6387,42.6105997,-71.5745347
Biscayne Bay Brewing Co.,"8000 NW 25th St #500, Doral, FL 33122, USA",(305) 381-5718,25.7954736,-80.3264698
Taco Mac (Suwanee),"3443 Lawrenceville-Suwanee Rd, Suwanee, GA 30024, USA",(678) 730-0941,34.042102,-84.0532906
Upland Brewing - Pump House,"148 Lindsey St, Columbus, IN 47201, USA",(812) 799-3587,39.1998102,-85.9251785
Doc's Place,"12 W Mulberry St, Lebanon, OH 45036, USA",(513) 228-0485,39.434594,-84.208677
Mockery Brewing Co.,"3501 Delgany St, Denver, CO 80216, USA",(303) 953-2058,39.7712142,-104.9797391
Brats Brothers,"13355 Ventura Blvd, Sherman Oaks, CA 91423, USA",(818) 986-4020,34.147113,-118.4242968
NeJaime's Fine Wines & Spirits,"483 Main St, Watertown, CT 06795, USA",(860) 274-0624,41.603948,-73.116617
Woodland Empire Ale Craft,"1114 W Front St, Boise, ID 83702, USA",(208) 426-0510,43.6165157,-116.2090752
Michael's Lakewood Liquor,"4000 Hardwick St, Lakewood, CA 90712, USA",(562) 633-1913,33.8499585,-118.1451307
Tommy's Gourmet Market & Wine Emporium,"1242 Duck Rd, Duck, NC 27949, USA",(252) 261-8990,36.1709498,-75.7565598
Corner Pub,"1901 S Lamar Blvd, Austin, TX 78704, USA",(512) 445-9500,30.249437,-97.766893
Hughie's Tavern & Vietnamese Grille,"1802 W 18th St, Houston, TX 77008, USA",(713) 869-1830,29.8013078,-95.4316733
Post Falls Brewing Company,"112 N Spokane St, Post Falls, ID 83854, USA",(208) 773-7301,47.7062796,-116.9478495
Underground Pub,"213 W 4th St, Austin, TX 78701, USA",(512) 215-9491,30.2665162,-97.7455528
Country Boy Brewing,"436 Chair Ave, Lexington, KY 40508, USA",(859) 554-6200,38.0439519,-84.5092689
Rivertowne Inn,"500 Jones St, Verona, PA 15147, USA",(412) 828-3707,40.502018,-79.843676
Peachtree Road Liquor Store,"1895 Peachtree Rd NW, Atlanta, GA 30309, USA",(404) 355-4990,33.8067869,-84.3935358
Sansos Italian Deli,"3113 US-119, Homer City, PA 15748, USA",(724) 479-9026,40.5421104,-79.1545868
The Logon Cafe,"3805 Calder Ave, Beaumont, TX 77706, USA",(409) 833-6950,30.0848641,-94.1423893
84 Main Sports Grill,"84 N Main St, St Albans City, VT 05478, USA",(802) 528-5215,44.812939,-73.083288
Red Bus Brewing,"802 Reading St A, Folsom, CA 95630, USA",(916) 467-7790,38.6707831,-121.1759544
The Hoppy Brothers,"Kotterweg 12, 6222 NR Maastricht, Netherlands",06 54938559,50.8755229,5.7176972
Natural Provisions Market,"329 Harvest Ln # 100, Williston, VT 05495, USA",(802) 876-1400,44.4484266,-73.1152258
Port St. Joe Brewing Company,"17 Ave D, Apalachicola, FL 32320, USA",(850) 653-2739,29.7276195,-84.9835449
Argyll Pub,"18 Argyll St, West End, London W1F 7TP, UK",020 7734 6117,51.5150747,-0.141329
The Black Boar,"5110 College Ave, College Park, MD 20740, USA",(301) 277-3236,38.979041,-76.9235829
Texas Select Beverage Company,"2415 Midway Rd Suite 115, Carrollton, TX 75006, USA",(214) 357-0248,32.979351,-96.8433761
Les Amis Restaurant & Lounge,"128 W Wilshire Ave, Fullerton, CA 92832, USA",(714) 526-2100,33.871978,-117.925683
Village Vineyards,"5050 Fredericksburg Rd, San Antonio, TX 78229, USA",(210) 342-1179,29.500614,-98.557811
Kobackers,"570 N Main St, Brewster, NY 10509, USA",(845) 279-3515,41.402532,-73.617992
Trade Brewing,"731 1st St, Napa, CA 94559, USA",(707) 492-8223,38.3005668,-122.2824262
ByaregÃ¥rdens Brygghus,"Syllinge 18, 432 66 Veddige, Sweden",070-537 83 36,57.2396681,12.2707273
BJ's Brewery & Tasting Room,"602 E Central Ave, Temple, TX 76501, USA",(254) 935-0210,31.0951488,-97.3348845
Highlands Wine Cellar,"6670 Timberline Rd, Highlands Ranch, CO 80130, USA",(720) 889-9463,39.5424979,-104.9103119
Blackfoot River Brewing Company,"66 S Park Ave, Helena, MT 59601, USA",(406) 449-3005,46.5862537,-112.0418291
The Caribbean Club,"871 W Bay Rd, Cayman Islands",(345) 623-4500,19.3312657,-81.3815775
Les Cheneaux Distillers,"172 S Meridian St, Cedarville, MI 49719, USA",(906) 484-1213,45.9967911,-84.3634441
Ramses Bier,"Thijssenweg 20, 4927 PC Hooge Zwaluwe, Netherlands",06 29517085,51.6688871,4.7449485
The Dubliner Pub,"2162 University Ave W, St Paul, MN 55114, USA",(651) 646-5551,44.9605197,-93.18964
La Mesa Market & Liquor,"7495 University Ave, La Mesa, CA 91942, USA",(619) 697-5675,32.758122,-117.036096
Adroit Theory Brewing Company,"404 Browning Ct c, Purcellville, VA 20132, USA",(703) 722-3144,39.1439722,-77.72025
Cold Spring Beverages,"773 Durham Rd, Newtown, PA 18940, USA",(215) 493-6210,40.2796508,-74.9934995
Bounce Milwaukee,"2801 S 5th Ct, Milwaukee, WI 53207, USA",(414) 312-4357,42.9937376,-87.9172224
Gasbarro's Wines & Liquors,"361 Atwells Ave, Providence, RI 02903, USA",(401) 421-4170,41.82396,-71.429642
Bodine's Southend Market,"820 700 East-, Provo, UT 84606, USA",(801) 374-4794,40.2450597,-111.6462867
George Keeley,"485 Amsterdam Ave, New York, NY 10024, USA",(212) 873-0251,40.7858376,-73.976001
Hickory Nut Gorge Brewery,"461 Main St, Chimney Rock, NC 28720, USA",(828) 436-7047,35.4402778,-82.25
Metzger's,"1301 W 38th St, Austin, TX 78705, USA",(512) 459-0301,30.3054899,-97.746676
Kangaroo & Kiwi,"2026 NW Market St, Seattle, WA 98107, USA",(206) 297-0507,47.6689076,-122.3834084
Lowry Hill Liquors,"1922 Hennepin Ave, Minneapolis, MN 55403, USA",(612) 871-2500,44.9634675,-93.2911836
Berman's Wines & Spirits,"55 Massachusetts Ave, Lexington, MA 02420, USA",(781) 862-0515,42.4257797,-71.1933184
Bitter Esters Brewhouse,"607 Mt Rushmore Rd, Custer, SD 57730, USA",(605) 673-3433,43.7669444,-103.5984694
7 Fjell Bryggeri,"Fjellsdalen 5, 5155 Bønes, Norway",56 12 34 44,60.3327067,5.2970055
Union Pig and Chicken,"220 N Highland Ave, Pittsburgh, PA 15206, USA",(412) 363-7675,40.462942,-79.9238279
Martin's Liquors,"3601 NJ-38, Mt Laurel Township, NJ 08054, USA",(856) 235-2273,39.967061,-74.919464
The Best Of Brews,"3099 Main St, Duluth, GA 30096, USA",(770) 910-9101,34.0030784,-84.1445822
Corkscrew Johnny's,"2542 Brecksville Rd, Richfield, OH 44286, USA",(330) 659-4447,41.2048217,-81.6385441
J.P. MacGrady's,"117 E 3rd St, Bethlehem, PA 18015, USA",(610) 868-8925,40.6121891,-75.3765782
Hunter's Brewing,"1535 S Calumet Rd, Chesterton, IN 46304, USA",(219) 728-6729,41.5971667,-87.0472872
The Island Park Ale House,"140 Long Beach Rd, Island Park, NY 11558, USA",(516) 992-0073,40.6014635,-73.6560527
Walgreens #11890 (Getwell & Church),"2996 Church Rd E, Southaven, MS 38671, USA",(662) 349-4418,34.9337647,-89.9374938
One Main Tap & Grill,"2 Merchants Row, Randolph, VT 05060, USA",(802) 565-8117,43.922817,-72.664665
Pivovaria,"Stanisława Moniuszki 26, 26-600 Radom, Poland",48 384 88 78,51.4006924,21.1556269
Union Street,"4145 Woodward Ave, Detroit, MI 48201, USA",(313) 831-3965,42.3511929,-83.0608454
Berkley Beer Company,"10 Ingell St, Taunton, MA 02780, USA",(508) 386-9410,41.8952313,-71.0820267
Miami Valley Wine & Spirits,"941 W Main St, Tipp City, OH 45371, USA",(937) 667-3614,39.9616321,-84.1861685
Foodtown Express,"St Croix 00820, USVI",(340) 713-8080,17.7454934,-64.6860543
Cliff's Cut Rate Liquors,"4725 Conowingo Rd, Darlington, MD 21034, USA",(410) 457-5254,39.6492554,-76.1990545
Prairie Pride Brewing Company,"115 E South Front St #1, Grand Island, NE 68801, USA",(308) 850-5375,40.9266487,-98.3398346
Sweetwater Bar & Grill,"4884 TX-276, Royse City, TX 75189, USA",(972) 635-2096,32.9176248,-96.2438699
Lanesplitter Pizza Pub,"2033 CA-123, Berkeley, CA 94702, USA",(510) 845-1652,37.8685706,-122.291825
Lisai's Chester Market,"178 VT-103, Chester, VT 05143, USA",(802) 875-4715,43.267229,-72.5893824
Mint Indian Bistro,"730 E Flamingo Rd, Las Vegas, NV 89119, USA",(702) 894-9334,36.1151056,-115.1477928
Northwest Brewhouse and Grill,"5701 W Slaughter Ln D, Austin, TX 78749, USA",(512) 301-6969,30.2000418,-97.8679467
1300 Bar,"1300 E 7th St, Austin, TX 78702, USA",(512) 628-0184,30.2650289,-97.7286528
Jernbruket,"Floda stationsväg 3, 448 30 Floda, Sweden",073-369 61 72,57.8086436,12.3601529
Winemakers Guild,"8201 S Congress Ave, Austin, TX 78745, USA",(512) 428-6564,30.175572,-97.783306
Greenleaf's Pool Room,"100 N 6th St, Richmond, VA 23219, USA",(804) 303-7102,37.5410099,-77.4382482
Abilene Bar & Lounge,"153 Liberty Pole Way, Rochester, NY 14604, USA",(585) 232-3230,43.1601533,-77.6042622
Peck & Pour,"1310 Colley Ave, Norfolk, VA 23517, USA",(757) 395-4176,36.8668375,-76.2982925
La Jolla Brewing Company,"7536 Fay Ave, La Jolla, CA 92037, USA",(888) 959-2269,32.8408148,-117.2743615
Walter's Restaurant,"310 Yale Ave, Claremont, CA 91711, USA",(909) 624-2779,34.0969403,-117.7177223
Indigo Joe's,"6851 Warren Pkwy, Frisco, TX 75034, USA",(469) 362-7888,33.1061782,-96.8248443
Scotts Market,"3650 Jonesboro Rd SE, Atlanta, GA 30354, USA",(404) 361-2000,33.6558301,-84.3660788
Auburn Thai Garden,"175 Palm Ave, Auburn, CA 95603, USA",(530) 887-8696,38.908608,-121.0774066
Booze Boys Discount Wine & Liquor - Cleveland Ave,"500 S Cleveland Ave, Sioux Falls, SD 57103, USA",(605) 336-3539,43.5436931,-96.6910136
Desperate Times Brewery,"1201 Carlisle Springs Rd, Carlisle, PA 17013, USA",(717) 706-3192,40.2151299,-77.1862919
Club 185,"185 E Livingston Ave, Columbus, OH 43215, USA",(614) 228-3904,39.9525495,-82.9935011
Doctor Fermento's Beer & Winemaking Shop,"15112 N Interstate Hwy 35, Austin, TX 78728, USA",(512) 300-2739,30.4452466,-97.6685638
Charleston's Bar & Grill,"2101 Calistoga Dr, New Lenox, IL 60451, USA",(815) 462-2000,41.4813717,-87.9589687
Sloopys Bar and Grill,"163 Copeland Ave, La Crosse, WI 54603, USA",(608) 785-0245,43.8290215,-91.2497126
Riverside Liquors,"2023 E Riverside Dr, Austin, TX 78741, USA",(512) 441-1948,30.2398505,-97.7275007
Roland's Seafood Grill and Iron Landing,"1904 Penn Ave, Pittsburgh, PA 15222, USA",(412) 261-3401,40.450705,-79.984232
Prestige Wine & Spirits,"490 N Mathilda Ave, Sunnyvale, CA 94085, USA",(408) 732-0201,37.3887966,-122.0293809
Black Shirt Brewing Co.,"3719 Walnut St, Denver, CO 80205, USA",(303) 993-2799,39.7697388,-104.9728259
Deacon Baldy's Bar & Food Truck Park,"5447 Farm to Market Rd 1488, Magnolia, TX 77354, USA",(281) 650-2558,30.2238419,-95.5518044
Powderhouse Pub & Grill,"682 Broadway, Somerville, MA 02144, USA",(617) 776-7373,42.3995889,-71.1117639
Liquor Boy,"5620 Cedar Lake Rd, St Louis Park, MN 55416, USA",(952) 512-2200,44.9640604,-93.3502249
Lunker's,"810 E Main St ste b, Uvalde, TX 78801, USA",(830) 278-2060,29.2146243,-99.7731405
"Corks, Caps & Taps","626 W 4th St, Winston-Salem, NC 27101, USA",(336) 893-6671,36.0975111,-80.2504611
Radium City Brewing,"4204 Menchaca Rd, Austin, TX 78704, USA",(512) 394-7844,30.2315205,-97.7877667
The Burger Joint,"2703 Montrose Blvd, Houston, TX 77006, USA",(281) 974-2889,29.7453748,-95.3911535
Del Mesa Liquor,"6090 Friars Rd, San Diego, CA 92108, USA",(619) 299-1238,32.7665468,-117.1840554
Hard Rock Cafe,"111 W Crockett St, San Antonio, TX 78205, USA",(210) 224-7625,29.4252393,-98.4891711
Vintage Wine Cellars,"6258 E, US-290, Fredericksburg, TX 78624, USA",(830) 304-0059,30.224775,-98.79407
Crew Restaurant & Bar,"2290 South Rd, Poughkeepsie, NY 12601, USA",(845) 462-8900,41.6457962,-73.9227912
Plaza Package,"4471 N Roan St # 2, Johnson City, TN 37615, USA",(423) 282-2841,36.3861111,-82.4102778
Earlybird Brewing Company,"507 Calles St #101, Austin, TX 78702, USA",(512) 914-2467,30.2582235,-97.7117686
Devil's Advocate,"955 E University Dr, Tempe, AZ 85281, USA",(480) 921-2585,33.4217649,-111.9243762
The Greyhound Bar & Grill,"5570 N Figueroa St, Los Angeles, CA 90042, USA",(323) 900-0300,34.1087601,-118.1939711
Browar Bednary,"Zachodnia 6, 99-416 Bednary, Poland",600 003 824,52.1129047,20.0478457
Double S Party Store,"1717 S Pleasant Valley Rd #245, Austin, TX 78741, USA",(512) 389-1413,30.2348164,-97.7203818
Buckbean Brewing Company,"10010 N Capital of Texas Hwy, Austin, TX 78759, USA",(512) 284-7557,30.3911109,-97.7383919
Stadsbrouwerij de Kromme Jat,"Sontweg 22, 9723 AT Groningen, Netherlands",06 54708537,53.2194713,6.5915642
Beverage Center Drive Thru,"3300 Guadalupe St, Austin, TX 78705, USA",(512) 451-8508,30.3001518,-97.740122
Brass Monkey Brewing Co.,"1032 Canyon Bend Dr Ste A, Dripping Springs, TX 78620, USA",(512) 222-3893,30.1947115,-98.0243086
"Galway Bay Irish Restaurant, Pub & Gifts","63 Maryland Ave, Annapolis, MD 21401, USA",(410) 263-8333,38.979694,-76.489712
TW Pitchers' Brewing Co,"1201 Bastrop Hwy, Austin, TX 78742, USA",(512) 382-5264,30.226702,-97.6801655
Mojo Brew Company,"1701 E 6th St, Austin, TX 78702, USA",(512) 712-5590,30.2621351,-97.7245464
Stadium Liquors,"2424 S 1st St, Austin, TX 78704, USA",(512) 382-1308,30.2413119,-97.7604654
Bear Creek Beers,"207 Ave G, Marble Falls, TX 78654, USA",(830) 220-5083,30.5702731,-98.2749333
Alcatraz Brewing,"1763 Alcatraz Ave, Berkeley, CA 94703, USA",(510) 858-7334,37.8488077,-122.2721872
ShopRite Liquors,"895 Paulison Ave, Clifton, NJ 07011, USA",(973) 883-1017,40.87144,-74.154825
Village News,"9701 Copper Creek Dr, Austin, TX 78729, USA",(512) 249-6535,30.45881,-97.785426
Cub Food Liquor,"9900 S IH 35 Frontage Rd, Austin, TX 78748, USA",(512) 280-7400,30.157913,-97.7941852
Goodwood Brewing (DUPLICATE),"636 E Main St, Louisville, KY 40202, USA",(502) 584-2739,38.2544227,-85.7401363
Bricktown Brewery & Blackwater Grill,"1 N Oklahoma Ave, Oklahoma City, OK 73104, USA",(405) 232-2739,35.466609,-97.510868
Raleigh's,"2438 Telegraph Ave, Berkeley, CA 94704, USA",(510) 280-5319,37.8662528,-122.2588194
Ernie's Bar & Pizza,"10433 N Scottsdale Rd, Scottsdale, AZ 85253, USA",(480) 609-8666,33.5817514,-111.9256845
Pie Whole,"525 N Lamar Blvd, Austin, TX 78703, USA",(512) 542-2200,30.2705496,-97.7531762
The Fifth Element,"111 Broadway, Newport, RI 02840, USA",(401) 619-2552,41.493259,-71.309806
Liquor Barrell,"702 W Main St, West Frankfort, IL 62896, USA",(618) 932-2710,37.8976049,-88.9366922
Harney's Wine & Liquors,"4601 Southwest Pkwy #100, Austin, TX 78735, USA",(512) 584-8656,30.2394566,-97.8315134
Bottle Revolution - RDU (DUPLICATE),"10970 Chapel Hill Rd #116, Morrisville, NC 27560, USA",(919) 925-2337,35.8562267,-78.8404265
Hard Times Cafe,"1920 S Congress Ave, Austin, TX 78704, USA",(512) 445-0000,30.2444528,-97.7519611
Raleigh's,"724 Austin Ave, Waco, TX 76701, USA",(254) 296-9000,31.5545067,-97.1339671
Ernie's Bar & Pizza,"10443 N Scottsdale Rd, Scottsdale, AZ 85253, USA",(480) 948-4422,33.5819633,-111.9241485
Daily Grind,"302 S Austin St, Rockport, TX 78382, USA",(361) 230-1895,28.0218339,-97.0507945
Wine Times 4,"2801 Pacific Avenue, Ste 202a, The Quarter at Tropicana Casino Hotel, Atlantic City, NJ 08401, USA",(609) 348-9463,39.353679,-74.445376
Stewart's Wine Shop,"215 Elm St, New Canaan, CT 06840, USA",(203) 966-8377,41.1463016,-73.4973115
Jackson Ale House,"610 Rayford Rd #642, Spring, TX 77386, USA",(281) 203-7406,30.1269321,-95.4326652
Wild Edibles,"4801 La Crosse Ave, Austin, TX 78739, USA",(512) 232-0100,30.1854889,-97.8732649
Iona,"715 North Ave, New Rochelle, NY 10801, USA",(914) 633-2000,40.9251518,-73.7885629
Overwood,"66 Overwoods Rd, Hockley, Tamworth B77 5EL, UK",07403 583038,52.6015953,-1.6630023
Nimbus American Bistro & Brewery,"1201 Bastrop Hwy, Austin, TX 78742, USA",(512) 382-5264,30.226702,-97.6801655
Five Points Bottle Shop - West Side,"3685 Atlanta Hwy, Athens, GA 30606, USA",(706) 316-2337,33.9385135,-83.4594752
Coyote Rose,"1795 Co Rd 1004, Glen Rose, TX 76043, USA",(254) 897-2324,32.196378,-97.874899
North Side Beverage & Spirits,"75 1st St, Swanton, VT 05488, USA",(802) 868-5139,44.9204786,-73.1176918
